testPart$PIDN,Ca,P,pH,SOC,Sand
L3X5OigG,-0.274788677692413,0.0566840544342995,-0.0762685388326645,1.32232069969177,-0.676529228687286
NC0kMLg9,1.54166758060455,-0.42943462729454,-1.25013422966003,2.00351691246033,-0.716427087783813
uTYeypTu,1.41655099391937,-0.834680318832397,-1.70276165008545,1.38285934925079,-0.905450165271759
DDPd1Nbp,-0.340769708156586,0.291592448949814,-0.0864987373352051,1.95826959609985,-0.925163447856903
VDYSc1F7,-0.46331575512886,0.0692508742213249,0.572649538516998,1.91525959968567,-1.19924509525299
i9G2oODH,-0.529839336872101,0.181624874472618,-0.252705425024033,1.57500982284546,-0.89763742685318
RpTu3Ekq,-0.341371893882751,1.12602150440216,0.486553311347961,1.56659460067749,-1.1414008140564
v9l0x2Oz,-0.34178227186203,0.155396640300751,-0.16724967956543,1.58437538146973,-0.854089081287384
gcR5h6OC,0.822871446609497,-0.402768701314926,-0.465402543544769,1.84735774993896,-1.02491772174835
r1oFlYvM,-0.381866544485092,0.629399180412292,-1.1656140089035,-0.650275647640228,-0.323224693536758
OGOPFZ9a,-0.275535851716995,0.274238049983978,-0.963951230049133,-0.287887454032898,-0.0321421548724174
KSqlBPE0,-0.471246898174286,0.311524748802185,-1.04704344272614,-0.640388309955597,-0.234103679656982
9QtUGf1x,-0.16068984568119,1.06297242641449,-1.27288341522217,-0.488012135028839,-0.00452255876734853
dkMdBGhN,-0.238052472472191,0.482807546854019,-0.862481653690338,-0.400290220975876,-0.136176347732544
08ogPKLc,-0.599941730499268,-0.338368505239487,-1.56002175807953,-0.42681035399437,-1.10258829593658
bE7r7VrJ,0.513998687267303,0.352046936750412,-1.78022646903992,-0.204187050461769,0.239543423056602
SptaxWMO,-0.33158814907074,1.25153744220734,-1.78482568264008,-0.480772078037262,-0.0282967146486044
pKr8t0zw,-0.21767920255661,1.30249917507172,-1.83435142040253,-0.511890113353729,-0.107536524534225
QND3uKAo,-0.582314193248749,-0.524035096168518,-2.03198218345642,0.158337980508804,-0.320672214031219
PpwBkkcl,-0.795450806617737,-0.153870195150375,-0.523889720439911,0.406947642564774,-0.232272267341614
80phrt89,-0.577526807785034,-0.305195212364197,-0.731446743011475,-0.38273298740387,-0.990639626979828
PzvMMhFH,-0.47288453578949,-0.238602712750435,-0.551932454109192,-0.526781857013702,-0.392705351114273
EKpFjpl9,-0.496866405010223,-0.108172163367271,-0.170278176665306,0.333246827125549,-0.499353110790253
ob2YeqPv,-0.553347885608673,0.198969751596451,-0.0017323037609458,0.101020738482475,0.602975189685822
Sd7V277s,-0.184962704777718,0.35475155711174,-0.945071220397949,-0.641408681869507,0.0952768102288246
7auBJ9Li,-0.0227315276861191,1.9453010559082,-0.425678342580795,-1.47289109230042,-1.25298047065735
2SJYOLhg,-0.0680538415908813,0.0128867868334055,0.250419169664383,-0.5687375664711,0.369248390197754
nHlFjQMY,-0.301927477121353,0.921713590621948,0.0246384777128696,-0.0420341044664383,0.46247336268425
qRRQSd8H,0.13988696038723,-0.552488684654236,0.172876805067062,-1.12839257717133,-0.464486420154572
gC8obmkc,-0.273237764835358,0.482241779565811,-0.222252666950226,-0.458425313234329,0.386888384819031
bClVJSt5,-0.499305665493011,0.23390394449234,-0.479443609714508,-0.547255158424377,0.288254380226135
EM9RROvr,0.550930142402649,-0.282310545444489,-0.954176068305969,-0.554764747619629,-0.0632233619689941
e6dQzsvQ,-0.545103490352631,-0.0470529049634933,-0.312187254428864,-0.404661476612091,0.343395560979843
sSYFVNjv,-0.457336932420731,-0.349953472614288,-0.104048497974873,-0.505853414535522,0.189333721995354
tgWM0Hbi,-0.0490061901509762,0.623679757118225,-0.180437222123146,-0.385354787111282,0.56712007522583
PBNbPwsd,0.21240921318531,-0.297307401895523,-0.39945662021637,-0.690216243267059,-0.741402626037598
8Yo10eqB,0.0225016083568335,0.973125398159027,-1.36558020114899,-0.251401543617249,1.03987658023834
FwNzGVmV,-0.225071623921394,1.01966965198517,-1.80735313892365,-1.42884051799774,0.270957618951797
uJw2glVJ,-0.56732189655304,0.76356714963913,-0.953607261180878,-1.24716699123383,0.396786898374557
EmDbzLXJ,-0.314439505338669,0.770808339118958,-1.19212365150452,-1.39142739772797,0.247901529073715
pEjGf7FP,-0.66035121679306,0.640634715557098,-1.22961163520813,-1.03264677524567,0.415414482355118
HYQCiF0U,-0.458019286394119,0.0198290795087814,-0.677811563014984,-1.04427373409271,-0.297751426696777
IdhnnDB1,0.0278447605669498,-0.593206107616425,-1.0581386089325,-0.29088282585144,-0.637252509593964
HnLdEKZL,-0.376608312129974,0.11427753418684,-0.53406035900116,-1.10185933113098,-0.353088587522507
sE3MZO54,-0.389530569314957,0.792496979236603,-0.909672975540161,-0.770670056343079,0.433292955160141
xY0trF7k,-0.426632046699524,0.470170348882675,-0.7415452003479,-0.718958735466003,0.543707311153412
7YwRGr7e,-0.333710134029388,0.696248769760132,-0.857609212398529,-1.14742827415466,0.16860719025135
JIW55Yrd,-0.0762234479188919,-0.292230904102325,-0.752398729324341,-0.832061171531677,-0.750708222389221
HOvVBgfY,-0.381488114595413,0.505318343639374,-0.740780413150787,-1.00412929058075,0.281735271215439
gWsiVXei,-0.371841460466385,0.721327483654022,-0.969329535961151,-1.07493388652802,0.17744904756546
6LfZ3baf,-0.440642058849335,0.20054928958416,-1.14125645160675,-0.995697140693665,-0.0309405829757452
t92LyZmu,-0.179167404770851,0.138995245099068,-1.41313850879669,-0.901458263397217,-0.770590364933014
57TSLuOB,-0.379323929548264,-0.57395076751709,-0.668214082717896,0.268595993518829,-0.344570398330688
q9xoWXiZ,-0.319666594266891,-0.144549682736397,-1.89788055419922,0.476035684347153,0.564837217330933
ArTYMAV3,-0.547036409378052,-0.645718574523926,-0.658190369606018,-0.461586803197861,-1.28702485561371
7uAGulOq,0.737825870513916,-0.895444571971893,-0.46956542134285,0.128492966294289,-1.0373809337616
ylDDveC5,0.015722718089819,0.0577361471951008,-0.219765275716782,-0.728224635124207,-1.09596478939056
6gedfeYN,0.0101977940648794,0.0717125758528709,-0.34724286198616,-0.762082695960999,-0.995741426944733
W5XNn8JT,0.0678730905056,-0.216853365302086,-0.0938746705651283,-0.117404788732529,-1.39296793937683
xq94dGBz,-0.412216812372208,-0.246313273906708,-0.309956461191177,-0.690864086151123,-1.10126137733459
BLjg10Xn,-0.0298629738390446,-0.590877890586853,0.37181681394577,-0.77684360742569,-1.81845569610596
KYIo4y8X,0.573217332363129,-0.401315987110138,-0.130060404539108,0.317277371883392,-0.791752934455872
cgEzmIXZ,0.603000938892365,-0.396545797586441,0.230441153049469,0.718319177627563,-0.780651092529297
iM1WuUKc,-0.113359339535236,-0.535773456096649,0.531340718269348,-0.670635879039764,-1.18618202209473
QA3103sR,0.256779551506042,-0.391602605581284,0.480110198259354,-0.135549992322922,-0.656282246112823
rnl9tPI8,0.587825119495392,-0.551316857337952,0.395455837249756,-0.0700307562947273,-0.726713299751282
m7CH5HGL,0.344838708639145,0.270720422267914,0.902594268321991,-0.144069820642471,-0.593040466308594
Tqc1c46N,0.766403555870056,0.703296065330505,1.02726471424103,0.357321590185165,-0.491186678409576
zjuUjVD4,-0.439122378826141,0.65019017457962,-0.664348244667053,-0.852659165859222,0.292983293533325
88YP2Vqn,-0.241844072937965,0.763792276382446,-1.08752143383026,-1.44612455368042,-0.0740164890885353
I8tgLfLg,2.6889545917511,0.0189726017415524,0.587732017040253,0.735876619815826,-0.523461818695068
SDoPeGmV,-0.349220842123032,1.06864798069,-0.966245472431183,-1.26702523231506,0.20169660449028
yK3HZUPD,-0.437897950410843,1.01134490966797,-1.52329444885254,-1.27382075786591,0.25312727689743
Ti49TdGl,-0.349099457263947,1.39226186275482,-1.62987995147705,-1.04801571369171,0.283163636922836
F8bVmRFU,-0.176834166049957,1.43786823749542,-1.21968877315521,-1.14789628982544,0.33651003241539
ifUcDa1n,-0.330167502164841,0.848403215408325,-0.961830317974091,-1.36847162246704,-0.487750202417374
TwX2Dp1b,-0.37616503238678,1.22146463394165,-1.13770520687103,-1.42017149925232,0.111387260258198
v7gRG0I6,-0.0942969620227814,-0.225815102458,0.260037809610367,-0.696625232696533,-0.657001852989197
R6cX4ADB,-0.363950461149216,-0.451779246330261,0.126336768269539,-0.848416566848755,-0.67948853969574
yKfXP8tc,0.357146173715591,-0.736658930778503,0.299449414014816,-0.707955181598663,-1.70812559127808
lPV0RAAY,0.0473461523652077,-0.414408266544342,0.104818403720856,-0.0584527216851711,-1.57630562782288
ywOGtqvz,0.111061826348305,-0.00268023554235697,0.261852920055389,-0.102093689143658,-1.46368873119354
Lr1rWPv1,0.0608393587172031,-0.152972027659416,0.276069909334183,-0.184931933879852,-1.48341572284698
Kuxhtph4,0.0748038291931152,0.848044991493225,-0.0957449600100517,1.66576027870178,-1.50265300273895
bdcNNrbi,0.658412992954254,-0.044211357831955,-0.7747682929039,3.03200769424438,-1.89681029319763
